,Team,Actual_Score,Year,Predicted_Score
643,MIA,0.0,2017,2.0363950076161674
630,CHI,1.0,2017,1.7476845258432605
628,WAS,2.0,2017,1.71930482532078
629,ATL,1.0,2017,1.6906218743341919
634,MIL,1.0,2017,1.6250829312605375
635,OKC,1.0,2017,1.5300652097309186
640,DEN,0.0,2017,1.4305845625329499
638,CHO,0.0,2017,1.3442176733696443
631,IND,1.0,2017,1.2919373884357874
641,DET,0.0,2017,1.1948689055717239
636,POR,1.0,2017,0.6472214102692778
645,NOP,0.0,2017,0.6198085973101448
644,MIN,0.0,2017,0.6092759659401129
633,MEM,1.0,2017,0.5499273726071265
646,NYK,0.0,2017,0.2806539926789766
648,PHI,0.0,2017,-0.019424775748108802
639,DAL,0.0,2017,-0.07120475933450438
637,BRK,0.0,2017,-0.07818655933137175
647,ORL,0.0,2017,-0.33183076659734645
650,SAC,0.0,2017,-0.35631377824356114
649,PHO,0.0,2017,-0.7254386982878407
642,LAL,0.0,2017,-0.7992053902349303
654,HOU,4.0,2018,4.092865771894519
651,GSW,10.0,2018,4.006040149423312
657,TOR,2.0,2018,3.838997000317847
656,PHI,2.0,2018,3.1926072171351016
658,UTA,2.0,2018,2.7097337736242064
653,BOS,4.0,2018,2.48223775654251
665,SAS,1.0,2018,2.470563054662623
663,OKC,1.0,2018,2.153474574152198
652,CLE,7.0,2018,1.9876973066238448
664,POR,1.0,2018,1.977642208386105
655,NOP,2.0,2018,1.8665935732689278
674,LAC,0.0,2018,1.7501804739221194
659,IND,1.0,2018,1.7288902220829894
672,DEN,0.0,2018,1.6517387625727846
662,MIN,1.0,2018,1.6190251702663647
660,MIA,1.0,2018,1.6077371386333439
661,MIL,1.0,2018,1.4270900930303847
669,CHO,0.0,2018,1.3706600225465557
666,WAS,1.0,2018,1.2973300854540672
673,DET,0.0,2018,1.1252433913830506
675,LAL,0.0,2018,1.0494351401734154
678,ORL,0.0,2018,0.40641500393282104
668,BRK,0.0,2018,0.35174556429723725
677,NYK,0.0,2018,0.28557138321118475
671,DAL,0.0,2018,0.012481064533124642
667,ATL,0.0,2018,-0.13897951021571558
676,MEM,0.0,2018,-0.7078434632992912
670,CHI,0.0,2018,-1.1417850048879568
680,SAC,0.0,2018,-1.1745985904237621
679,PHO,0.0,2018,-1.2865605055819511
683,MIL,4.0,2019,4.814842727792799
682,GSW,7.0,2019,3.6742123221701135
696,UTA,1.0,2019,3.4281388103521016
681,TOR,10.0,2019,3.352473315803665
685,BOS,2.0,2019,2.922196572121646
691,IND,1.0,2019,2.906748643712579
688,PHI,2.0,2019,2.699530354454069
686,DEN,2.0,2019,2.502864122924101
687,HOU,2.0,2019,2.399661985105043
684,POR,4.0,2019,2.095347381012773
694,ORL,1.0,2019,1.9764804155461237
704,MIA,0.0,2019,1.8935604558920978
693,OKC,1.0,2019,1.8190267110573615
